ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness,Position_Group
209950,Rogério,30,https://cdn.sofifa.com/players/209/950/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,68,68,Club Universidad Nacional,https://cdn.sofifa.com/teams/1881/30.png,1200000.0,6000,1698,Right,1.0,4.0,3.0,High/ Medium,Lean (170-185),No,RM,21.0,"Jul 1, 2021",2025,176,76,60.0,64.0,60.0,67.0,65.0,76.0,43.0,63.0,52.0,72.0,86.0,86.0,79.0,58.0,79.0,67.0,73.0,68.0,68.0,60.0,30.0,18.0,69.0,57.0,62.0,51.0,18.0,21.0,7.0,8.0,11.0,7.0,14.0,RW,70.0,2000000.0,30.0,MIDFIELDER
227602,F. Álvarez,28,https://cdn.sofifa.com/players/227/602/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,70,70,Club Universidad Nacional,https://cdn.sofifa.com/teams/1881/30.png,1600000.0,9000,1698,Right,1.0,3.0,4.0,High/ Medium,Lean (170-185),No,RCM,10.0,"Jan 1, 2020",2023,184,75,58.0,64.0,48.0,71.0,57.0,74.0,62.0,52.0,67.0,73.0,69.0,70.0,73.0,70.0,52.0,65.0,58.0,70.0,72.0,64.0,57.0,34.0,63.0,72.0,57.0,55.0,28.0,23.0,8.0,6.0,14.0,7.0,11.0,CAM,70.0,2700000.0,29.0,MIDFIELDER
248201,M. Minchev,20,https://cdn.sofifa.com/players/248/201/22_60.png,Bulgaria,https://cdn.sofifa.com/flags/bg.png,67,76,AC Sparta Praha,https://cdn.sofifa.com/teams/267/30.png,2300000.0,500,1698,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RES,11.0,"Aug 3, 2020",2024,184,78,61.0,66.0,63.0,62.0,67.0,68.0,55.0,54.0,51.0,68.0,78.0,79.0,68.0,67.0,65.0,72.0,56.0,63.0,67.0,65.0,63.0,23.0,64.0,61.0,64.0,64.0,23.0,34.0,13.0,12.0,8.0,9.0,10.0,ST,69.0,5500000.0,19.0,RES
225652,G. Pușcaș,25,https://cdn.sofifa.com/players/225/652/22_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,68,73,Reading,https://cdn.sofifa.com/teams/1793/30.png,1800000.0,12000,1698,Right,1.0,2.0,3.0,Medium/ Medium,Normal (185+),Yes,SUB,47.0,"Aug 7, 2019",2024,188,78,47.0,66.0,68.0,56.0,65.0,63.0,62.0,62.0,43.0,66.0,66.0,67.0,60.0,67.0,67.0,78.0,62.0,62.0,76.0,57.0,61.0,30.0,72.0,51.0,79.0,65.0,39.0,28.0,9.0,11.0,11.0,7.0,10.0,ST,70.0,3600000.0,30.0,SUB
246415,N. Fadiga,21,https://cdn.sofifa.com/players/246/415/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,65,76,Heracles Almelo,https://cdn.sofifa.com/teams/100634/30.png,1500000.0,2000,1698,Left,1.0,5.0,3.0,High/ Medium,Lean (185+),No,RB,23.0,"Jul 20, 2020",2023,187,78,63.0,50.0,52.0,60.0,40.0,66.0,44.0,43.0,54.0,64.0,76.0,82.0,74.0,59.0,67.0,55.0,58.0,66.0,68.0,40.0,66.0,57.0,64.0,54.0,52.0,61.0,61.0,59.0,12.0,9.0,6.0,10.0,8.0,RB,65.0,2500000.0,59.0,DEFENDER
250854,R. Carstensen,20,https://cdn.sofifa.com/players/250/854/22_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,64,76,Silkeborg IF,https://cdn.sofifa.com/teams/270/30.png,1300000.0,2000,1698,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,RB,2.0,"Feb 6, 2019",2024,183,75,62.0,45.0,48.0,60.0,40.0,62.0,60.0,45.0,58.0,62.0,77.0,80.0,79.0,62.0,72.0,58.0,60.0,76.0,63.0,45.0,67.0,56.0,58.0,54.0,35.0,58.0,59.0,56.0,9.0,13.0,8.0,8.0,9.0,RM,65.0,1900000.0,52.0,DEFENDER
191083,P. Mortensen,31,https://cdn.sofifa.com/players/191/083/22_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,72,72,Aarhus GF,https://cdn.sofifa.com/teams/271/30.png,2000000.0,13000,1698,Right,1.0,3.0,2.0,High/ Low,Normal (185+),No,RS,9.0,"Jan 11, 2019",2023,190,78,39.0,76.0,74.0,67.0,65.0,64.0,38.0,33.0,40.0,72.0,54.0,51.0,61.0,70.0,51.0,79.0,91.0,79.0,88.0,57.0,64.0,26.0,78.0,64.0,78.0,73.0,30.0,25.0,7.0,13.0,16.0,12.0,8.0,ST,72.0,2500000.0,28.0,FORWARD
212401,S. Moreira,26,https://cdn.sofifa.com/players/212/401/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,71,71,Columbus Crew,https://cdn.sofifa.com/teams/687/30.png,1900000.0,5000,1698,Right,1.0,2.0,3.0,Medium/ Medium,Normal (170-185),No,RES,15.0,"Aug 25, 2021",2021,179,75,69.0,26.0,55.0,71.0,35.0,63.0,43.0,29.0,66.0,63.0,70.0,66.0,76.0,66.0,68.0,43.0,48.0,81.0,65.0,28.0,74.0,69.0,56.0,67.0,37.0,62.0,70.0,69.0,10.0,14.0,9.0,15.0,9.0,RB,71.0,2900000.0,68.0,RES
224088,N. Atangana,31,https://cdn.sofifa.com/players/224/088/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,61,61,Exeter City,https://cdn.sofifa.com/teams/143/30.png,275000.0,2000,1698,Right,1.0,3.0,2.0,Medium/ High,Normal (185+),No,RCM,4.0,"Jul 1, 2019",2022,187,72,49.0,45.0,61.0,63.0,44.0,55.0,41.0,40.0,60.0,62.0,57.0,54.0,67.0,58.0,55.0,63.0,77.0,78.0,75.0,52.0,68.0,61.0,54.0,59.0,45.0,60.0,64.0,62.0,14.0,12.0,14.0,15.0,14.0,CB,64.0,481000.0,60.0,MIDFIELDER
206630,20 D. Mattocks,28,https://cdn.sofifa.com/players/206/630/20_60.png,Jamaica,https://cdn.sofifa.com/flags/jm.png,68,68,FC Cincinnati,https://cdn.sofifa.com/teams/113149/30.png,925000.0,4000,1698,Right,1.0,2.0,2.0,High/ Low,Normal (170-185),Yes,SUB,32.0,"Feb 12, 2019",2020,179,70,53.0,64.0,63.0,60.0,54.0,64.0,62.0,29.0,48.0,62.0,89.0,90.0,87.0,62.0,72.0,75.0,93.0,72.0,65.0,60.0,66.0,13.0,65.0,57.0,59.0,58.0,25.0,16.0,6.0,9.0,13.0,10.0,10.0,ST,68.0,1400000.0,25.0,SUB
240332,Brenner,21,https://cdn.sofifa.com/players/240/332/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,71,81,FC Cincinnati,https://cdn.sofifa.com/teams/113149/30.png,4200000.0,5000,1698,Right,1.0,3.0,2.0,High/ Low,Lean (170-185),No,ST,9.0,"Feb 10, 2021",2022,175,70,54.0,75.0,69.0,72.0,64.0,76.0,51.0,60.0,52.0,73.0,74.0,79.0,76.0,67.0,75.0,63.0,66.0,63.0,51.0,65.0,35.0,22.0,77.0,64.0,66.0,68.0,20.0,17.0,13.0,6.0,9.0,14.0,8.0,ST,73.0,6900000.0,22.0,FORWARD
220700,21 M. Azira,32,https://cdn.sofifa.com/players/220/700/21_60.png,Uganda,https://cdn.sofifa.com/flags/ug.png,65,65,Chicago Fire Football Club,https://cdn.sofifa.com/teams/693/30.png,475000.0,2000,1698,Right,1.0,3.0,2.0,Low/ High,Normal (170-185),Yes,SUB,16.0,"Aug 7, 2019",2020,178,72,53.0,44.0,52.0,66.0,55.0,62.0,49.0,58.0,64.0,63.0,58.0,50.0,63.0,64.0,67.0,65.0,66.0,66.0,64.0,51.0,68.0,65.0,46.0,58.0,48.0,65.0,65.0,55.0,8.0,9.0,7.0,15.0,9.0,CDM,65.0,689000.0,65.0,SUB
221896,D. Avdijaj,24,https://cdn.sofifa.com/players/221/896/22_60.png,Kosovo,https://cdn.sofifa.com/flags/xk.png,67,70,TSV Egger Glas Hartberg,https://cdn.sofifa.com/teams/2017/30.png,1400000.0,3000,1698,Right,1.0,4.0,3.0,High/ Low,Normal (170-185),No,CAM,77.0,"Aug 29, 2021",2023,172,70,62.0,60.0,44.0,62.0,70.0,71.0,68.0,56.0,60.0,68.0,73.0,72.0,82.0,62.0,79.0,70.0,62.0,63.0,47.0,68.0,72.0,26.0,64.0,63.0,60.0,65.0,23.0,19.0,14.0,13.0,9.0,9.0,8.0,CAM,68.0,2100000.0,19.0,MIDFIELDER
248821,S. Delos,22,https://cdn.sofifa.com/players/248/821/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,65,72,AS Nancy Lorraine,https://cdn.sofifa.com/teams/1823/30.png,1400000.0,2000,1698,Right,1.0,5.0,3.0,High/ Medium,Lean (170-185),No,SUB,22.0,"Jun 14, 2021",2024,183,73,55.0,52.0,55.0,53.0,42.0,69.0,58.0,39.0,45.0,68.0,85.0,81.0,76.0,59.0,78.0,65.0,67.0,72.0,57.0,43.0,61.0,57.0,53.0,46.0,45.0,63.0,63.0,64.0,9.0,8.0,6.0,6.0,7.0,LB,65.0,2700000.0,54.0,SUB
231874,J. Horn,24,https://cdn.sofifa.com/players/231/874/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,72,76,1. FC Köln,https://cdn.sofifa.com/teams/31/30.png,3100000.0,15000,1698,Left,1.0,3.0,3.0,Medium/ Medium,Normal (185+),Yes,SUB,23.0,"Jul 1, 2017",2022,186,77,71.0,29.0,59.0,69.0,36.0,67.0,53.0,35.0,48.0,68.0,77.0,78.0,66.0,69.0,62.0,45.0,70.0,67.0,68.0,32.0,68.0,68.0,46.0,44.0,49.0,60.0,73.0,69.0,5.0,15.0,6.0,12.0,10.0,LB,72.0,5800000.0,64.0,SUB
262582,M. Čuić,20,https://cdn.sofifa.com/players/262/582/22_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,67,77,Hajduk Split,https://cdn.sofifa.com/teams/263/30.png,2200000.0,500,1698,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),No,SUB,14.0,"Apr 24, 2020",2024,184,74,48.0,57.0,42.0,68.0,54.0,70.0,58.0,63.0,66.0,64.0,72.0,71.0,70.0,68.0,58.0,55.0,70.0,77.0,59.0,58.0,46.0,40.0,65.0,71.0,44.0,61.0,51.0,45.0,6.0,14.0,7.0,11.0,7.0,CAM,69.0,5300000.0,43.0,SUB
234791,Luan Peres,26,https://cdn.sofifa.com/players/234/791/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,72,75,Olympique de Marseille,https://cdn.sofifa.com/teams/219/30.png,2700000.0,23000,1698,Left,1.0,2.0,2.0,Medium/ Medium,Lean (185+),No,LCB,14.0,"Jul 20, 2021",2025,190,79,67.0,30.0,70.0,71.0,33.0,61.0,43.0,37.0,74.0,68.0,67.0,75.0,64.0,66.0,64.0,47.0,77.0,66.0,77.0,23.0,60.0,71.0,35.0,32.0,52.0,56.0,75.0,78.0,7.0,9.0,7.0,13.0,5.0,CB,74.0,5300000.0,74.0,DEFENDER
245149,20 J. Hurtado,19,https://cdn.sofifa.com/players/245/149/20_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,71,83,Boca Juniors,https://cdn.sofifa.com/teams/1877/30.png,4200000.0,10000,1698,Right,1.0,2.0,3.0,High/ Low,Normal (170-185),No,SUB,17.0,"Jul 11, 2019",2023,183,71,52.0,67.0,63.0,65.0,55.0,73.0,46.0,35.0,61.0,68.0,77.0,82.0,69.0,68.0,62.0,71.0,69.0,75.0,80.0,68.0,57.0,25.0,71.0,67.0,69.0,62.0,15.0,20.0,5.0,8.0,8.0,10.0,11.0,ST,72.0,6700000.0,26.0,SUB
205712,Bruno Andrade,27,https://cdn.sofifa.com/players/205/712/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,63,63,Stevenage,https://cdn.sofifa.com/teams/361/30.png,500000.0,2000,1698,Right,1.0,4.0,4.0,Medium/ Low,Lean (170-185),No,SUB,12.0,"Aug 26, 2021",2023,175,74,58.0,57.0,45.0,58.0,59.0,63.0,63.0,61.0,54.0,62.0,81.0,82.0,90.0,56.0,81.0,62.0,47.0,62.0,49.0,60.0,48.0,32.0,58.0,58.0,60.0,68.0,51.0,46.0,9.0,10.0,6.0,11.0,8.0,RM,63.0,875000.0,51.0,SUB
200196,O. Gaona Lugo,30,https://cdn.sofifa.com/players/200/196/22_60.png,Paraguay,https://cdn.sofifa.com/flags/py.png,64,64,Club Nacional,https://cdn.sofifa.com/teams/112671/30.png,575000.0,500,1698,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RM,33.0,"Jan 12, 2021",2021,178,81,62.0,58.0,52.0,55.0,55.0,69.0,59.0,60.0,61.0,63.0,77.0,83.0,85.0,60.0,79.0,68.0,58.0,68.0,61.0,63.0,45.0,34.0,61.0,50.0,71.0,45.0,27.0,24.0,9.0,7.0,7.0,16.0,7.0,RW,64.0,1200000.0,44.0,MIDFIELDER
229803,E. Taffertshofer,26,https://cdn.sofifa.com/players/229/803/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,67,70,SV Wehen Wiesbaden,https://cdn.sofifa.com/teams/492/30.png,1200000.0,3000,1698,Right,1.0,3.0,2.0,Low/ Medium,Normal (170-185),No,LCM,5.0,"Jul 1, 2021",2022,174,71,48.0,39.0,49.0,65.0,38.0,60.0,41.0,39.0,58.0,64.0,64.0,51.0,76.0,64.0,81.0,53.0,84.0,75.0,65.0,46.0,74.0,71.0,49.0,59.0,32.0,73.0,65.0,68.0,13.0,13.0,6.0,10.0,8.0,CDM,68.0,1800000.0,70.0,MIDFIELDER
53914,P. Jagielka,38,https://cdn.sofifa.com/players/053/914/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,70,70,Derby County,https://cdn.sofifa.com/teams/91/30.png,275000.0,6000,1698,Right,2.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RCB,6.0,"Aug 17, 2021",2021,180,87,48.0,30.0,73.0,66.0,44.0,44.0,55.0,31.0,68.0,62.0,32.0,32.0,31.0,70.0,61.0,64.0,66.0,30.0,74.0,52.0,73.0,71.0,44.0,39.0,55.0,74.0,72.0,69.0,32.0,33.0,38.0,32.0,34.0,CB,70.0,523000.0,73.0,DEFENDER
230485,Dener Rolim,21,https://cdn.sofifa.com/players/230/485/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,67,67,Bahia,https://cdn.sofifa.com/teams/1598/30.png,1200000.0,4000,1698,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,SUB,11.0,"Jun 30, 2021",2024,178,78,55.0,62.0,57.0,62.0,51.0,73.0,70.0,75.0,58.0,70.0,67.0,58.0,55.0,65.0,67.0,60.0,58.0,73.0,72.0,74.0,65.0,23.0,72.0,72.0,50.0,68.0,27.0,25.0,12.0,9.0,10.0,13.0,15.0,CAM,67.0,2300000.0,23.0,SUB
234706,B. Mason,22,https://cdn.sofifa.com/players/234/706/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,65,70,Coventry City,https://cdn.sofifa.com/teams/1800/30.png,1000000.0,5000,1697,Left,1.0,2.0,3.0,Medium/ Medium,Lean (170-185),Yes,RES,25.0,"Jul 6, 2018",2022,173,70,61.0,37.0,48.0,60.0,34.0,61.0,44.0,48.0,56.0,61.0,80.0,82.0,76.0,51.0,79.0,44.0,79.0,71.0,58.0,38.0,75.0,59.0,57.0,58.0,43.0,62.0,64.0,63.0,13.0,7.0,6.0,6.0,15.0,LWB,65.0,1900000.0,63.0,RES
244143,V. Costache,22,https://cdn.sofifa.com/players/244/143/22_60.png,Romania,https://cdn.sofifa.com/flags/ro.png,67,75,CFR Cluj,https://cdn.sofifa.com/teams/110816/30.png,2300000.0,6000,1697,Right,1.0,3.0,3.0,High/ Low,Lean (170-185),No,SUB,18.0,"Jan 1, 2018",2023,176,72,64.0,62.0,56.0,65.0,49.0,64.0,55.0,40.0,51.0,66.0,84.0,84.0,81.0,65.0,71.0,67.0,82.0,77.0,60.0,60.0,65.0,25.0,66.0,63.0,50.0,68.0,22.0,23.0,8.0,10.0,9.0,10.0,9.0,RM,69.0,3700000.0,34.0,SUB
260478,S. Thomas,22,https://cdn.sofifa.com/players/260/478/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,67,77,Huddersfield Town,https://cdn.sofifa.com/teams/1939/30.png,2300000.0,4000,1697,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),No,RWB,16.0,"Jan 13, 2021",2024,185,75,72.0,60.0,42.0,63.0,50.0,69.0,72.0,57.0,54.0,67.0,88.0,84.0,69.0,54.0,66.0,63.0,48.0,72.0,59.0,56.0,57.0,32.0,59.0,63.0,53.0,55.0,54.0,32.0,14.0,7.0,11.0,7.0,6.0,RM,69.0,4700000.0,37.0,DEFENDER
223339,21 Zé Manuel,29,https://cdn.sofifa.com/players/223/339/21_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,64,64,Gaz Metan Mediaş,https://cdn.sofifa.com/teams/112637/30.png,575000.0,3000,1697,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),No,SUB,29.0,"Oct 5, 2020",2022,181,73,61.0,61.0,58.0,64.0,54.0,65.0,61.0,68.0,60.0,64.0,68.0,69.0,68.0,60.0,70.0,76.0,68.0,66.0,62.0,62.0,58.0,40.0,62.0,58.0,62.0,65.0,21.0,18.0,8.0,9.0,15.0,13.0,14.0,ST,64.0,776000.0,34.0,SUB
164769,S. Fletcher,34,https://cdn.sofifa.com/players/164/769/22_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,70,70,Stoke City,https://cdn.sofifa.com/teams/1806/30.png,775000.0,17000,1697,Left,1.0,2.0,3.0,High/ Medium,Normal (185+),No,SUB,9.0,"Aug 14, 2020",2022,186,76,55.0,71.0,79.0,63.0,71.0,66.0,36.0,31.0,60.0,70.0,49.0,52.0,65.0,70.0,65.0,76.0,83.0,57.0,79.0,64.0,57.0,36.0,71.0,66.0,74.0,73.0,22.0,14.0,13.0,10.0,13.0,16.0,9.0,ST,70.0,1500000.0,34.0,SUB
204082,J. Brooks,28,https://cdn.sofifa.com/players/204/082/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,78,79,VfL Wolfsburg,https://cdn.sofifa.com/teams/175/30.png,13500000.0,56000,1697,Left,2.0,3.0,2.0,Medium/ High,Normal (185+),Yes,SUB,25.0,"Jul 1, 2017",2022,193,78,36.0,39.0,85.0,74.0,32.0,64.0,30.0,28.0,74.0,64.0,53.0,64.0,55.0,75.0,51.0,50.0,74.0,61.0,84.0,29.0,74.0,76.0,40.0,59.0,45.0,81.0,83.0,76.0,8.0,7.0,10.0,9.0,10.0,CB,79.0,24000000.0,78.0,SUB
238458,E. Vertainen,22,https://cdn.sofifa.com/players/238/458/22_60.png,Finland,https://cdn.sofifa.com/flags/fi.png,64,75,St. Johnstone FC,https://cdn.sofifa.com/teams/100804/30.png,1300000.0,2000,1697,Right,1.0,4.0,4.0,High/ Medium,Normal (185+),No,SUB,17.0,"Aug 31, 2021",2023,187,82,51.0,64.0,62.0,61.0,58.0,67.0,63.0,64.0,56.0,64.0,75.0,76.0,65.0,54.0,53.0,67.0,62.0,67.0,72.0,61.0,67.0,27.0,63.0,64.0,63.0,62.0,30.0,28.0,11.0,9.0,6.0,15.0,10.0,ST,66.0,2500000.0,42.0,SUB
206601,M. Sampirisi,28,https://cdn.sofifa.com/players/206/601/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,69,69,AC Monza,https://cdn.sofifa.com/teams/111811/30.png,1300000.0,3000,1697,Right,1.0,3.0,2.0,High/ Medium,Normal (185+),No,SUB,31.0,"Jul 13, 2019",2022,188,75,71.0,31.0,66.0,65.0,42.0,57.0,60.0,32.0,62.0,64.0,66.0,68.0,65.0,60.0,67.0,50.0,72.0,73.0,73.0,33.0,72.0,64.0,52.0,48.0,41.0,63.0,69.0,68.0,8.0,8.0,12.0,6.0,6.0,RB,69.0,2100000.0,66.0,SUB
244489,P. Chato,24,https://cdn.sofifa.com/players/244/489/22_60.png,Germany,https://cdn.sofifa.com/flags/de.png,65,70,Türkgücü München,https://cdn.sofifa.com/teams/114398/30.png,1000000.0,1000,1697,Left,1.0,3.0,2.0,Medium/ High,Normal (185+),No,SUB,15.0,"Jul 1, 2021",2024,188,85,48.0,36.0,57.0,61.0,47.0,59.0,43.0,30.0,56.0,59.0,67.0,67.0,65.0,66.0,66.0,67.0,75.0,81.0,84.0,47.0,66.0,67.0,53.0,57.0,33.0,58.0,65.0,59.0,9.0,7.0,15.0,6.0,15.0,CB,68.0,1500000.0,64.0,SUB
220395,Mula,24,https://cdn.sofifa.com/players/220/395/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,72,CF Fuenlabrada,https://cdn.sofifa.com/teams/110065/30.png,1900000.0,4000,1697,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,LM,7.0,"Aug 23, 2020",2024,178,70,70.0,63.0,48.0,69.0,50.0,71.0,65.0,42.0,65.0,71.0,73.0,73.0,70.0,63.0,68.0,59.0,68.0,58.0,70.0,58.0,55.0,41.0,62.0,61.0,48.0,59.0,36.0,38.0,9.0,7.0,12.0,9.0,12.0,RM,70.0,3200000.0,33.0,MIDFIELDER
235773,L. James-Wildin,23,https://cdn.sofifa.com/players/235/773/22_60.png,Antigua and Barbuda,https://cdn.sofifa.com/flags/ag.png,63,70,Stevenage,https://cdn.sofifa.com/teams/361/30.png,925000.0,2000,1697,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),No,RB,2.0,"May 16, 2018",2023,178,75,59.0,49.0,52.0,55.0,34.0,61.0,49.0,36.0,45.0,57.0,80.0,80.0,75.0,56.0,66.0,56.0,79.0,82.0,76.0,58.0,66.0,56.0,55.0,55.0,36.0,56.0,57.0,57.0,11.0,8.0,7.0,14.0,13.0,RWB,64.0,1800000.0,57.0,DEFENDER
239718,21 H. Bandé,21,https://cdn.sofifa.com/players/239/718/21_60.png,Burkina Faso,https://cdn.sofifa.com/flags/bf.png,67,73,Ajax,https://cdn.sofifa.com/teams/245/30.png,1700000.0,5000,1697,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),No,SUB,22.0,"Jul 1, 2018",2023,178,72,56.0,68.0,54.0,64.0,66.0,69.0,48.0,28.0,52.0,68.0,82.0,86.0,82.0,67.0,72.0,68.0,73.0,62.0,58.0,67.0,61.0,27.0,62.0,63.0,62.0,63.0,41.0,12.0,7.0,9.0,15.0,15.0,11.0,ST,69.0,2700000.0,22.0,SUB
255594,21 K. Saito,18,https://cdn.sofifa.com/players/255/594/21_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,65,78,Yokohama FC,https://cdn.sofifa.com/teams/113197/30.png,1700000.0,600,1697,Right,1.0,5.0,3.0,Medium/ Medium,Normal (170-),No,LS,23.0,"Sep 1, 2018",2021,170,61,59.0,68.0,52.0,64.0,66.0,73.0,64.0,66.0,57.0,70.0,78.0,70.0,72.0,61.0,82.0,65.0,71.0,63.0,46.0,66.0,64.0,18.0,63.0,59.0,60.0,65.0,26.0,28.0,11.0,8.0,13.0,9.0,10.0,CAM,68.0,3200000.0,15.0,FORWARD
228668,M. Taylor,31,https://cdn.sofifa.com/players/228/668/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,66,Oxford United,https://cdn.sofifa.com/teams/1951/30.png,725000.0,4000,1697,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,ST,9.0,"Jul 31, 2020",2023,176,72,49.0,67.0,64.0,62.0,55.0,63.0,64.0,37.0,53.0,65.0,73.0,72.0,79.0,64.0,83.0,66.0,80.0,69.0,61.0,60.0,59.0,24.0,68.0,64.0,70.0,59.0,19.0,21.0,13.0,11.0,14.0,11.0,15.0,ST,66.0,1300000.0,22.0,FORWARD
228897,M. Alphonse,31,https://cdn.sofifa.com/players/228/897/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,68,68,Amiens SC,https://cdn.sofifa.com/teams/1816/30.png,875000.0,3000,1697,Right,1.0,3.0,2.0,Medium/ Medium,Normal (170-185),No,RB,13.0,"Aug 21, 2020",2022,182,75,67.0,54.0,71.0,64.0,32.0,62.0,31.0,31.0,60.0,62.0,72.0,73.0,53.0,62.0,62.0,55.0,88.0,72.0,67.0,55.0,59.0,65.0,52.0,49.0,43.0,62.0,65.0,65.0,10.0,9.0,8.0,7.0,7.0,RB,68.0,1600000.0,65.0,DEFENDER
203048,21 J. Riley,28,https://cdn.sofifa.com/players/203/048/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,63,63,Mansfield Town,https://cdn.sofifa.com/teams/1940/30.png,425000.0,4000,1697,Right,1.0,3.0,2.0,Medium/ High,Lean (170-185),No,SUB,18.0,"Jan 25, 2020",2021,184,71,54.0,49.0,56.0,59.0,32.0,61.0,52.0,55.0,52.0,61.0,71.0,72.0,76.0,59.0,73.0,65.0,64.0,66.0,65.0,57.0,66.0,61.0,52.0,47.0,41.0,56.0,62.0,60.0,15.0,8.0,7.0,11.0,10.0,RB,63.0,744000.0,58.0,SUB
258095,J. Aude,18,https://cdn.sofifa.com/players/258/095/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,65,82,Club Atlético Lanús,https://cdn.sofifa.com/teams/110395/30.png,1700000.0,1000,1697,Left,1.0,4.0,3.0,Medium/ Medium,Lean (170-185),No,SUB,13.0,"Aug 12, 2020",2023,180,65,55.0,41.0,47.0,65.0,39.0,74.0,36.0,38.0,63.0,72.0,74.0,69.0,77.0,62.0,76.0,57.0,59.0,73.0,59.0,47.0,64.0,60.0,57.0,62.0,42.0,72.0,63.0,65.0,12.0,14.0,7.0,6.0,6.0,LM,67.0,3600000.0,56.0,SUB
230401,Duirval Diniz,25,https://cdn.sofifa.com/players/230/401/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,75,75,Club Athletico Paranaense,https://cdn.sofifa.com/teams/1039/30.png,5500000.0,13000,1697,Right,1.0,3.0,2.0,Medium/ Medium,Normal (185+),No,RCB,23.0,"Jul 7, 2021",2024,187,82,45.0,44.0,75.0,66.0,34.0,41.0,36.0,55.0,62.0,59.0,54.0,52.0,60.0,74.0,53.0,54.0,77.0,62.0,80.0,52.0,72.0,72.0,24.0,45.0,61.0,67.0,82.0,75.0,7.0,16.0,12.0,9.0,11.0,CB,75.0,10500000.0,76.0,DEFENDER
213092,S. Piette,26,https://cdn.sofifa.com/players/213/092/22_60.png,Canada,https://cdn.sofifa.com/flags/ca.png,71,72,Club de Foot Montréal,https://cdn.sofifa.com/teams/111139/30.png,2000000.0,5000,1697,Right,1.0,2.0,2.0,Low/ High,Stocky (170-185),Yes,RCM,6.0,"Aug 4, 2017",2022,171,79,39.0,31.0,63.0,69.0,22.0,56.0,56.0,24.0,62.0,66.0,53.0,56.0,65.0,69.0,85.0,66.0,76.0,90.0,76.0,29.0,81.0,71.0,30.0,55.0,49.0,60.0,73.0,63.0,15.0,10.0,10.0,7.0,9.0,CDM,71.0,3100000.0,71.0,MIDFIELDER
